0,1,2
病名,发病数,死亡数
甲乙丙类总计,16814,180
甲乙类,9228,180
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,210,149
肝炎,2814,14
甲肝,53,0
乙肝,2107,0
丙肝,556,14
丁肝,2,0
戊肝,91,0
肝炎（未分型）,5,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,0,0
狂犬病,1,1
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,117,0
肺结核,2358,16
伤寒+副伤寒,5,0
流脑,0,0
百日咳,17,0
白喉,0,0
新生儿破伤风,0,0
猩红热,14,0
布病,8,0
淋病,195,0
梅毒,1594,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1895,0
丙类传染病合计,7586,0
流行性感冒,2419,0
流行性腮腺炎,154,0
风疹,0,0
急性出血性结膜炎,32,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,4861,0
手足口病,119,0
水痘,342,0
