0,1,2
病名,发病数,死亡数
甲乙丙类总计,11043,114
甲乙类,6951,114
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,348,89
肝炎,2492,2
甲肝,65,0
乙肝,1847,1
丙肝,509,1
丁肝,1,0
戊肝,69,0
肝炎（未分型）,1,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
乙脑,1,0
登革热,0,0
炭疽,0,0
痢疾,169,0
肺结核,1699,23
伤寒+副伤寒,4,0
流脑,0,0
百日咳,124,0
白喉,0,0
新生儿破伤风,0,0
猩红热,25,0
布病,7,0
淋病,247,0
梅毒,1780,0
钩体病,1,0
血吸虫病,0,0
疟疾,3,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,50,0
丙类传染病合计,4092,0
流行性感冒,599,0
流行性腮腺炎,443,0
风疹,4,0
急性出血性结膜炎,68,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2722,0
手足口病,253,0
水痘,1121,0
