0,1,2
病名,发病数,死亡数
甲乙丙类总计,29821,119
甲乙类,8575,119
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,402,100
肝炎,2988,2
甲肝,66,0
乙肝,2128,1
丙肝,675,1
丁肝,0,0
戊肝,117,0
肝炎（未分型）,2,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,0,0
狂犬病,1,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,219,0
肺结核,2082,17
伤寒+副伤寒,8,0
流脑,0,0
百日咳,680,0
白喉,0,0
新生儿破伤风,0,0
猩红热,116,0
布病,7,0
淋病,268,0
梅毒,1781,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,21,0
丙类传染病合计,21246,0
流行性感冒,10024,0
流行性腮腺炎,418,0
风疹,12,0
急性出血性结膜炎,223,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2491,0
手足口病,8077,0
水痘,5171,0
