0,1,2
病名,发病数,死亡数
甲乙丙类总计,15610,109
甲乙类,10046,109
鼠疫,0,0
霍乱,2,0
传染性非典,0,0
艾滋病,367,91
肝炎,2678,1
甲肝,44,0
乙肝,2027,0
丙肝,494,1
丁肝,0,0
戊肝,106,0
肝炎（未分型）,7,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,1,0
狂犬病,0,0
乙脑,0,0
登革热,69,1
炭疽,0,0
痢疾,95,0
肺结核,1755,16
伤寒+副伤寒,6,0
流脑,0,0
百日咳,24,0
白喉,0,0
新生儿破伤风,0,0
猩红热,28,0
布病,5,0
淋病,258,0
梅毒,1888,0
钩体病,0,0
血吸虫病,0,0
疟疾,5,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,2864,0
猴痘,0,0
丙类传染病合计,5564,0
流行性感冒,949,0
流行性腮腺炎,392,0
风疹,4,0
急性出血性结膜炎,183,0
麻风病,2,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,3128,0
手足口病,905,0
水痘,966,0
