0,1,2
病名,发病数,死亡数
甲乙丙类总计,16677,118
甲乙类,7854,118
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,344,87
肝炎,2724,1
甲肝,55,0
乙肝,1993,1
丙肝,572,0
丁肝,2,0
戊肝,98,0
肝炎（未分型）,4,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,219,0
肺结核,1995,30
伤寒+副伤寒,10,0
流脑,0,0
百日咳,512,0
白喉,0,0
新生儿破伤风,0,0
猩红热,137,0
布病,3,0
淋病,271,0
梅毒,1623,0
钩体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,14,0
丙类传染病合计,8823,0
流行性感冒,501,0
流行性腮腺炎,465,0
风疹,23,0
急性出血性结膜炎,156,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2421,0
手足口病,5257,0
水痘,4500,0
