0,1,2
病名,发病数,死亡数
甲乙丙类总计,11087,93
甲乙类,7786,93
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,292,83
肝炎,2475,1
甲肝,55,0
乙肝,1807,0
丙肝,513,1
丁肝,2,0
戊肝,89,0
肝炎（未分型）,9,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
出血热,1,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,295,0
肺结核,2529,9
伤寒+副伤寒,6,0
流脑,1,0
百日咳,12,0
白喉,0,0
新生儿破伤风,0,0
猩红热,21,0
布病,6,0
淋病,208,0
梅毒,1936,0
钩体病,1,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,3301,0
流行性感冒,537,0
流行性腮腺炎,329,0
风疹,4,0
急性出血性结膜炎,125,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2172,0
手足口病,131,0
水痘,711,0
