0,1,2
病名,发病数,死亡数
甲乙丙类总计,15743,103
甲乙类,8786,103
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,345,94
肝炎,2725,4
甲肝,62,0
乙肝,2027,3
丙肝,501,1
丁肝,1,0
戊肝,120,0
肝炎（未分型）,14,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,6,0
出血热,0,0
狂犬病,2,1
乙脑,9,0
登革热,40,0
炭疽,0,0
痢疾,434,0
肺结核,2526,4
伤寒+副伤寒,17,0
流脑,0,0
百日咳,290,0
白喉,0,0
新生儿破伤风,0,0
猩红热,17,0
布病,4,0
淋病,284,0
梅毒,2083,0
钩体病,0,0
血吸虫病,0,0
疟疾,4,0
人感染H7N9禽流感,0,0
丙类传染病合计,6957,0
流行性感冒,620,0
流行性腮腺炎,333,0
风疹,152,0
急性出血性结膜炎,196,0
麻风病,0,0
斑疹伤寒,3,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2971,0
手足口病,2681,0
水痘,1129,0
