0,1,2
病名,发病数,死亡数
甲乙丙类总计,50007,120
甲乙类,13458,120
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,375,107
肝炎,2696,5
甲肝,35,0
乙肝,2077,0
丙肝,480,5
丁肝,0,0
戊肝,101,0
肝炎（未分型）,3,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,1,0
狂犬病,1,0
乙脑,0,0
登革热,1,0
炭疽,0,0
痢疾,137,0
肺结核,1838,8
伤寒+副伤寒,3,0
流脑,0,0
百日咳,31,0
白喉,1,0
新生儿破伤风,0,0
猩红热,57,0
布病,15,0
淋病,241,0
梅毒,1701,0
钩体病,1,0
血吸虫病,0,0
疟疾,4,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,6354,0
丙类传染病合计,36549,0
流行性感冒,1166,0
流行性腮腺炎,398,0
风疹,4,0
急性出血性结膜炎,53,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2980,0
手足口病,31945,0
水痘,2798,0
