0,1,2
病名,发病数,死亡数
甲乙丙类总计,11849,74
甲乙类,7791,74
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,357,68
肝炎,2400,0
甲肝,38,0
乙肝,1760,0
丙肝,526,0
丁肝,0,0
戊肝,69,0
肝炎（未分型）,7,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,6,0
出血热,1,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,379,0
肺结核,2493,6
伤寒+副伤寒,7,0
流脑,0,0
百日咳,19,0
白喉,0,0
新生儿破伤风,0,0
猩红热,16,0
布病,11,0
淋病,256,0
梅毒,1843,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,3,0
丙类传染病合计,4058,0
流行性感冒,612,0
流行性腮腺炎,387,0
风疹,2,0
急性出血性结膜炎,140,0
麻风病,4,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,1,0
丝虫病,0,0
其它感染性腹泻病,2776,0
手足口病,136,0
水痘,1493,0
