0,1,2
病名,发病数,死亡数
甲乙丙类总计,11343,83
甲乙类,9043,83
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,321,68
肝炎,1628,5
甲肝,35,0
乙肝,1241,3
丙肝,307,2
丁肝,0,0
戊肝,41,0
肝炎（未分型）,4,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,0,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,89,0
肺结核,1082,9
伤寒+副伤寒,3,0
流脑,0,0
百日咳,54,0
白喉,0,0
新生儿破伤风,0,0
猩红热,81,0
布病,2,0
淋病,152,0
梅毒,955,0
钩体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,4673,1
丙类传染病合计,2300,0
流行性感冒,510,0
流行性腮腺炎,264,0
风疹,2,0
急性出血性结膜炎,38,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,1162,0
手足口病,322,0
水痘,3030,0
