0,1,2
病名,发病数,死亡数
甲乙丙类总计,25957,92
甲乙类,8084,92
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,310,84
肝炎,2322,1
甲肝,63,0
乙肝,1674,0
丙肝,467,1
丁肝,0,0
戊肝,98,0
肝炎（未分型）,20,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,11,0
出血热,1,0
狂犬病,1,1
乙脑,0,0
登革热,22,0
炭疽,0,0
痢疾,413,0
肺结核,2450,6
伤寒+副伤寒,15,0
流脑,1,0
百日咳,286,0
白喉,0,0
新生儿破伤风,0,0
猩红热,131,0
布病,5,0
淋病,223,0
梅毒,1891,0
钩体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
丙类传染病合计,17873,0
流行性感冒,1755,0
流行性腮腺炎,702,0
风疹,1100,0
急性出血性结膜炎,294,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2592,0
手足口病,11430,0
水痘,5690,0
