0,1,2
病名,发病数,死亡数
甲乙丙类总计,16205,84
甲乙类,7592,84
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,305,74
肝炎,2782,1
甲肝,50,0
乙肝,2058,0
丙肝,568,1
丁肝,1,0
戊肝,102,0
肝炎（未分型）,3,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
出血热,0,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,135,0
肺结核,2047,9
伤寒+副伤寒,7,0
流脑,0,0
百日咳,307,0
白喉,0,0
新生儿破伤风,0,0
猩红热,84,0
布病,7,0
淋病,221,0
梅毒,1687,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,7,0
丙类传染病合计,8613,0
流行性感冒,524,0
流行性腮腺炎,403,0
风疹,5,0
急性出血性结膜炎,94,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2710,0
手足口病,4876,0
水痘,2411,0
