0,1,2
病名,发病数,死亡数
甲乙丙类总计,27264,100
甲乙类,8375,99
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,326,87
肝炎,2467,0
甲肝,85,0
乙肝,1768,0
丙肝,477,0
丁肝,0,0
戊肝,121,0
肝炎（未分型）,16,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,13,0
出血热,1,0
狂犬病,1,0
乙脑,0,0
登革热,19,0
炭疽,0,0
痢疾,350,0
肺结核,2691,12
伤寒+副伤寒,10,0
流脑,0,0
百日咳,280,0
白喉,0,0
新生儿破伤风,0,0
猩红热,129,0
布病,6,0
淋病,213,0
梅毒,1868,0
钩体病,0,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
丙类传染病合计,18889,1
流行性感冒,2390,0
流行性腮腺炎,757,0
风疹,1612,0
急性出血性结膜炎,237,0
麻风病,2,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2479,0
手足口病,11411,1
水痘,4184,0
