0,1,2
病名,发病数,死亡数
甲乙丙类总计,16758,138
甲乙类,6462,138
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,160,61
肝炎,2731,0
甲肝,52,0
乙肝,2073,0
丙肝,512,0
丁肝,3,0
戊肝,88,0
肝炎（未分型）,3,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,1,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,136,0
肺结核,1684,77
伤寒+副伤寒,0,0
流脑,0,0
百日咳,94,0
白喉,0,0
新生儿破伤风,0,0
猩红热,21,0
布病,1,0
淋病,176,0
梅毒,1453,0
钩体病,0,0
血吸虫病,0,0
疟疾,0,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,3,0
丙类传染病合计,10296,0
流行性感冒,1155,0
流行性腮腺炎,171,0
风疹,1,0
急性出血性结膜炎,57,0
麻风病,0,0
斑疹伤寒,0,0
黑热病,1,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,7269,0
手足口病,1642,0
水痘,661,0
