0,1,2
病名,发病数,死亡数
甲乙丙类总计,11813,129
甲乙类,7513,129
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,293,117
肝炎,2301,0
甲肝,52,0
乙肝,1739,0
丙肝,453,0
丁肝,0,0
戊肝,51,0
肝炎（未分型）,6,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,2,0
出血热,0,0
狂犬病,0,0
乙脑,4,0
登革热,1,0
炭疽,0,0
痢疾,351,0
肺结核,2344,11
伤寒+副伤寒,12,0
流脑,0,0
百日咳,8,0
白喉,0,0
新生儿破伤风,0,0
猩红热,14,0
布病,3,0
淋病,286,0
梅毒,1892,1
钩体病,1,0
血吸虫病,0,0
疟疾,1,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,0,0
丙类传染病合计,4300,0
流行性感冒,389,0
流行性腮腺炎,240,0
风疹,7,0
急性出血性结膜炎,105,0
麻风病,1,0
斑疹伤寒,0,0
黑热病,0,0
包虫病,2,0
丝虫病,0,0
其它感染性腹泻病,3116,0
手足口病,440,0
水痘,742,0
