0,1,2
病名,发病数,死亡数
甲乙丙类总计,55735,130
甲乙类,8175,129
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,365,106
肝炎,2878,0
甲肝,53,0
乙肝,2086,0
丙肝,623,0
丁肝,0,0
戊肝,112,0
肝炎（未分型）,4,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,0,0
出血热,1,0
狂犬病,0,0
乙脑,0,0
登革热,0,0
炭疽,0,0
痢疾,181,0
肺结核,2163,23
伤寒+副伤寒,7,0
流脑,0,0
百日咳,387,0
白喉,0,0
新生儿破伤风,0,0
猩红热,39,0
布病,4,0
淋病,276,0
梅毒,1822,0
钩体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒肺炎,50,0
丙类传染病合计,47560,1
流行性感冒,41949,1
流行性腮腺炎,268,0
风疹,3,0
急性出血性结膜炎,145,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2279,0
手足口病,2915,0
水痘,1814,0
