0,1,2
病名,发病数,死亡数
甲乙丙类总计,30351,122
甲乙类,8748,122
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,349,102
肝炎,2964,1
甲肝,49,0
乙肝,2199,1
丙肝,584,0
丁肝,0,0
戊肝,127,0
肝炎（未分型）,5,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,3,0
出血热,0,0
狂犬病,0,1
乙脑,2,0
登革热,3,0
炭疽,0,0
痢疾,116,0
肺结核,1771,18
伤寒+副伤寒,4,0
流脑,0,0
百日咳,23,0
白喉,0,0
新生儿破伤风,0,0
猩红热,41,0
布病,13,0
淋病,251,0
梅毒,1986,0
钩体病,0,0
血吸虫病,0,0
疟疾,8,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,1214,0
丙类传染病合计,21603,0
流行性感冒,564,0
流行性腮腺炎,278,0
风疹,7,0
急性出血性结膜炎,90,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,2962,0
手足口病,17701,0
水痘,1643,0
