0,1,2
病名,发病数,死亡数
甲乙丙类总计,51687,191
甲乙类,9159,191
鼠疫,0,0
霍乱,0,0
传染性非典,0,0
艾滋病,553,172
肝炎,3652,4
甲肝,71,0
乙肝,2887,1
丙肝,592,3
丁肝,1,0
戊肝,95,0
肝炎（未分型）,6,0
脊灰,0,0
人感染高致病性禽流感,0,0
麻疹,1,0
出血热,0,0
狂犬病,0,0
乙脑,0,0
登革热,5,0
炭疽,0,0
痢疾,81,0
肺结核,1602,15
伤寒+副伤寒,2,0
流脑,1,0
百日咳,27,0
白喉,0,0
新生儿破伤风,0,0
猩红热,56,0
布病,7,0
淋病,275,0
梅毒,2070,0
钩体病,0,0
血吸虫病,0,0
疟疾,2,0
人感染H7N9禽流感,0,0
新型冠状病毒感染,824,0
猴痘,1,0
丙类传染病合计,42528,0
流行性感冒,37234,0
流行性腮腺炎,217,0
风疹,2,0
急性出血性结膜炎,105,0
麻风病,0,0
斑疹伤寒,1,0
黑热病,0,0
包虫病,0,0
丝虫病,0,0
其它感染性腹泻病,3631,0
手足口病,1338,0
水痘,3905,0
